ramp_merge	pie_merge	phi	delta	v_min	time_gap	fitness
0.17	0.9	2.8	0.43	4.15	1.34	154.75
0.16	0.87	2.94	0.03	3.57	1.4	150.551
0.6	0.98	2.12	0.45	3.92	1.36	211.224
0.41	0.95	3.03	0.19	3.84	1.33	208.275
0.53	0.98	3.13	0.48	5.57	1.27	97.722
0.56	0.85	2.59	0.41	4.12	1.35	302.284
0.6	0.9	2.11	0.57	3.1	1.25	83.635
0.61	0.98	3.31	0.57	3.01	1.36	222.964
0.48	0.98	2.89	0.43	4.92	1.2	83.728
0.16	0.85	3.53	0.36	3.71	1.47	266.309
0.43	0.94	2.53	0.45	4.39	1.3	98.107
0.46	0.85	2.89	0.25	5.92	1.24	83.587
0.58	0.85	2.1	0.57	4.23	1.26	82.32
0.62	0.99	1.82	0.53	3.27	1.25	94.224
0.49	0.95	2.3	0.55	3.0	1.29	91.064
0.38	0.89	2.8	0.45	4.88	1.41	385.751
0.27	0.93	3.28	0.34	3.4	1.23	83.431
0.15	0.91	3.37	0.59	4.52	1.26	83.945
0.24	0.9	2.65	0.18	4.12	1.35	84.012
0.32	0.98	2.0	0.32	3.53	1.35	164.936
0.55	0.96	2.46	0.34	4.86	1.42	300.497
0.14	0.98	3.14	0.34	5.94	1.33	84.283
0.17	0.94	3.52	0.42	4.94	1.49	257.405
0.55	0.89	3.44	0.02	3.44	1.25	88.053
0.43	0.98	2.57	0.3	4.93	1.41	288.336
0.51	0.94	2.08	0.21	5.87	1.39	237.718
0.11	0.98	2.68	0.19	5.59	1.49	85.148
0.16	0.94	2.06	0.17	5.44	1.36	83.234
0.15	0.99	1.85	0.24	3.69	1.32	84.491
0.21	0.88	1.85	0.5	5.63	1.39	176.974
0.58	0.98	2.88	0.02	5.72	1.37	231.643
0.47	0.93	3.58	0.41	3.89	1.4	356.676
0.64	0.88	2.8	0.5	5.54	1.32	156.468
0.61	0.95	3.26	0.12	3.21	1.24	98.052
0.22	0.92	2.38	0.3	4.65	1.48	308.143
0.56	0.99	2.62	0.35	3.87	1.43	187.457
0.53	0.95	2.43	0.54	4.78	1.42	333.203
0.45	0.87	3.43	0.58	4.82	1.42	343.846
0.35	0.96	1.93	0.51	5.48	1.22	83.273
0.19	0.89	1.99	0.57	4.92	1.29	84.107
0.59	0.96	2.85	0.54	4.9	1.21	87.052
0.63	0.95	2.05	0.32	4.42	1.49	408.406
0.61	0.9	2.71	0.09	3.6	1.3	162.321
0.39	0.96	2.75	0.47	3.76	1.42	219.589
0.42	0.86	2.36	0.42	4.4	1.21	82.189
0.13	0.93	2.18	0.42	5.0	1.4	84.614
0.18	0.88	2.22	0.09	3.29	1.33	83.609
0.63	0.85	2.71	0.03	3.25	1.42	292.629
0.1	0.96	3.11	0.28	5.28	1.3	86.117
0.45	0.92	2.24	0.56	3.18	1.48	362.526
0.57	0.85	3.14	0.03	5.51	1.23	84.395
0.2	0.99	2.37	0.28	3.51	1.37	181.495
0.59	0.97	1.81	0.29	5.61	1.28	151.766
0.36	0.89	3.36	0.38	3.5	1.47	308.951
0.28	0.94	3.33	0.13	3.12	1.2	83.031
0.35	0.95	2.77	0.15	5.87	1.46	310.87
0.29	0.87	2.55	0.25	3.84	1.3	143.182
0.5	0.9	2.73	0.36	3.37	1.21	84.01
0.37	0.99	2.86	0.53	5.94	1.39	219.831
0.14	0.97	2.36	0.19	4.05	1.4	84.326
0.17	0.87	2.52	0.5	4.55	1.34	162.999
0.12	0.97	3.37	0.23	4.6	1.37	84.17
0.47	0.89	2.47	0.4	4.6	1.21	82.069
0.43	0.9	3.53	0.21	3.87	1.41	348.43
0.4	0.86	3.42	0.12	4.04	1.23	80.709
0.21	0.94	2.77	0.46	5.99	1.25	83.994
0.52	0.9	3.11	0.56	4.88	1.37	296.932
0.51	0.86	2.54	0.56	5.36	1.35	223.576
0.22	0.99	2.08	0.28	3.88	1.49	336.918
0.53	0.85	2.71	0.37	4.35	1.46	372.671
0.44	0.89	1.97	0.55	4.17	1.37	195.337
0.33	0.87	3.2	0.04	4.97	1.29	82.614
0.49	0.92	2.92	0.11	5.3	1.48	490.935
0.16	0.91	3.45	0.58	5.04	1.21	84.162
0.45	0.92	2.47	0.49	4.17	1.47	372.734
0.3	0.85	1.99	0.49	4.29	1.22	83.371
0.31	0.94	3.47	0.21	3.98	1.28	137.886
0.19	0.93	2.16	0.52	4.7	1.22	84.668
0.49	0.88	2.19	0.02	4.95	1.2	163.245
0.37	0.91	2.05	0.41	3.59	1.35	162.086
0.41	0.88	3.3	0.53	5.77	1.26	83.234
0.6	0.89	2.87	0.38	5.97	1.24	137.692
0.36	0.96	2.4	0.43	4.02	1.39	224.54
0.49	0.88	2.72	0.56	3.91	1.48	441.858
0.63	0.9	3.04	0.17	3.31	1.44	254.387
0.39	0.85	2.92	0.19	4.32	1.44	308.418
0.17	0.89	2.22	0.16	4.02	1.21	84.253
0.6	0.87	3.34	0.21	3.69	1.29	95.736
0.21	0.95	3.51	0.22	4.49	1.31	84.194
0.52	0.86	1.92	0.3	5.13	1.2	84.649
0.29	0.9	2.11	0.55	3.14	1.33	154.994
0.35	0.94	3.0	0.4	3.02	1.41	310.065
0.38	0.9	2.75	0.18	3.48	1.21	84.513
0.36	0.98	2.57	0.1	3.82	1.4	290.134
0.21	0.93	2.29	0.12	3.48	1.4	141.061
0.24	0.89	3.43	0.5	3.07	1.22	82.746
0.17	0.86	2.2	0.03	4.47	1.44	268.709
0.11	0.97	1.88	0.27	3.67	1.34	85.721
0.61	0.98	1.84	0.31	3.88	1.21	84.852
0.26	0.98	3.05	0.25	3.31	1.24	83.403
0.13	0.9	2.65	0.36	5.54	1.47	279.084
0.13	0.89	2.19	0.17	5.54	1.37	82.189
0.16	0.86	3.1	0.16	4.87	1.26	83.305
0.19	0.93	2.85	0.2	3.52	1.42	274.101
0.64	0.85	1.96	0.53	3.26	1.46	397.69
0.52	0.9	1.97	0.05	3.58	1.3	154.546
0.35	0.96	2.67	0.24	5.99	1.4	275.358
0.17	0.93	2.25	0.24	5.69	1.46	273.877
0.47	0.97	3.27	0.21	4.92	1.32	158.183
0.57	0.96	2.13	0.18	3.8	1.47	363.781
0.34	0.96	3.33	0.48	3.38	1.33	189.539
